id,date,problem,race,gender,location,precinct
17-053237,2017-02-14T06:34:01Z,traffic,Black,Male,44.99503 -93.25766,2
17-053241,2017-02-14T06:35:57Z,suspicious,Unknown,Unknown,45.01775783 -93.31080515,4
17-053244,2017-02-14T06:38:21Z,suspicious,Black,Male,44.99198 -93.29412,4
17-053247,2017-02-14T06:40:01Z,traffic,Black,Male,45.01316792 -93.26095379,2
17-053254,2017-02-14T06:51:27Z,suspicious,Black,Female,44.97801922 -93.27702537,1
17-053263,2017-02-14T07:15:04Z,traffic,White,Male,44.99149 -93.23841,2
17-053264,2017-02-14T07:16:02Z,traffic,Other,Male,45.02035 -93.29433,4
17-053268,2017-02-14T07:22:21Z,suspicious,Unknown,Unknown,44.94834704 -93.27880784,5
17-053269,2017-02-14T07:24:04Z,traffic,Black,Female,45.01316487 -93.25914493,2
17-053276,2017-02-14T07:33:42Z,traffic,White,Male,45.00494669 -93.27152318,2
17-053290,2017-02-14T07:55:39Z,traffic,Black,Male,45.00198766 -93.25499464,2
17-053292,2017-02-14T07:58:09Z,traffic,White,Male,44.95554 -93.25243,3
17-053321,2017-02-14T08:45:52Z,traffic,Black,Male,44.95554 -93.28804,5
17-053353,2017-02-14T10:00:48Z,traffic,Black,Male,45.00151 -93.29564,4
17-053357,2017-02-14T10:12:50Z,traffic,White,Male,44.99948 -93.30192,4
17-053359,2017-02-14T10:14:07Z,traffic,White,Male,44.94837 -93.24869,3
17-053364,2017-02-14T10:28:30Z,suspicious,Black,Male,44.96716 -93.26255,1
17-053366,2017-02-14T10:31:35Z,traffic,East African,Female,44.98783 -93.22693,2
17-053382,2017-02-14T12:06:22Z,traffic,Asian,Male,44.91231 -93.28825,5
17-053393,2017-02-14T12:56:22Z,traffic,Latino,Male,44.94921546 -93.25249426,3
17-053400,2017-02-14T13:14:05Z,traffic,Black,Male,45.01678 -93.26316,2
17-053415,2017-02-14T13:47:23Z,traffic,White,Female,45.03043072 -93.28804629,4
17-053417,2017-02-14T13:49:27Z,traffic,Other,Male,44.9869 -93.27586,1
17-053428,2017-02-14T14:12:07Z,traffic,White,Female,45.01107 -93.27011,2
17-053429,2017-02-14T14:13:54Z,traffic,White,Male,44.94920528 -93.2880931,5
17-053434,2017-02-14T14:23:04Z,suspicious,White,Male,44.92837528 -93.30225792,5
17-053435,2017-02-14T14:23:21Z,traffic,White,Male,44.94920528 -93.2880931,5
17-053440,2017-02-14T14:27:59Z,traffic,White,Male,44.92837528 -93.30225792,5
17-053441,2017-02-14T14:31:02Z,traffic,Black,Male,44.99928237 -93.24731078,2
17-053463,2017-02-14T14:59:39Z,suspicious,Black,Male,44.93685416 -93.26252692,3
17-053484,2017-02-14T15:23:20Z,traffic,Black,Male,44.95061051 -93.27790591,5
17-053485,2017-02-14T15:23:26Z,traffic,Black,Female,45.01311 -93.28183,4
17-053496,2017-02-14T15:32:03Z,suspicious,Unknown,Male,44.98055666 -93.29925595,4
17-053498,2017-02-14T15:34:41Z,traffic,Black,Male,44.95373 -93.2766,5
17-053511,2017-02-14T15:57:05Z,traffic,White,Male,44.95334138 -93.30090409,5
17-053515,2017-02-14T16:01:36Z,traffic,White,Female,44.95334138 -93.30090409,5
17-053517,2017-02-14T16:05:52Z,traffic,White,Female,44.95334138 -93.30090409,5
17-053528,2017-02-14T16:13:44Z,traffic,Black,Male,44.9951 -93.24352,2
17-053530,2017-02-14T16:14:35Z,traffic,White,Female,44.95334138 -93.30090409,5
17-053533,2017-02-14T16:16:59Z,suspicious,,,44.9474742 -93.29829195,5
17-053535,2017-02-14T16:18:13Z,traffic,White,Male,44.95334138 -93.30090409,5
17-053546,2017-02-14T16:33:21Z,suspicious,White,Male,44.94834712 -93.28052287,5
17-053549,2017-02-14T16:36:26Z,traffic,,,44.9726 -93.21113,2
17-053568,2017-02-14T16:52:47Z,suspicious,,,44.99149757 -93.30007128,4
17-053593,2017-02-14T17:19:48Z,suspicious,Unknown,Unknown,45.02303274 -93.2893173,4
17-053599,2017-02-14T17:26:51Z,traffic,Black,Male,44.99913516 -93.28682309,4
17-053603,2017-02-14T17:28:57Z,suspicious,Unknown,Male,44.93382256 -93.20641599,3
17-053614,2017-02-14T17:35:54Z,suspicious,White,Male,44.96005174 -93.27274828,5
17-053634,2017-02-14T17:54:26Z,traffic,White,Male,45.03253248 -93.24723071,2
17-053649,2017-02-14T18:05:51Z,suspicious,,,44.97543284 -93.27342211,1
17-053657,2017-02-14T18:07:31Z,suspicious,Black,Male,44.97577 -93.27796,1
17-053674,2017-02-14T18:22:59Z,traffic,Black,Male,44.99741 -93.29411,4
17-053681,2017-02-14T18:29:02Z,suspicious,Unknown,Male,45.03335 -93.29959,4
17-053682,2017-02-14T18:29:12Z,suspicious,White,Male,44.9483555 -93.27730268,5
17-053705,2017-02-14T18:47:18Z,traffic,Black,Female,44.99913516 -93.28682309,4
17-053713,2017-02-14T18:55:19Z,suspicious,,,44.97839171 -93.27422196,1
17-053722,2017-02-14T19:02:26Z,suspicious,,,44.99914 -93.28799,4
17-053725,2017-02-14T19:04:04Z,traffic,Black,Male,44.99306 -93.29411,4
17-053732,2017-02-14T19:07:34Z,traffic,,,45.01135 -93.29685,4
17-053738,2017-02-14T19:13:29Z,suspicious,Black,Male,45.00024 -93.28494,4
17-053757,2017-02-14T19:26:23Z,traffic,Black,Male,45.01311 -93.28183,4
17-053759,2017-02-14T19:27:46Z,suspicious,,,44.97957 -93.27257,1
17-053764,2017-02-14T19:31:25Z,traffic,Black,Male,45.01144 -93.30823,4
17-053770,2017-02-14T19:35:10Z,suspicious,,,44.98158 -93.30972,4
17-053773,2017-02-14T19:35:50Z,suspicious,Native American,Female,44.96716 -93.28799,1
17-053774,2017-02-14T19:36:31Z,traffic,Black,Male,45.01502221 -93.30381433,4
17-053783,2017-02-14T19:43:15Z,traffic,,,44.97966149 -93.23371273,2
17-053787,2017-02-14T19:48:16Z,traffic,Black,Female,45.01326 -93.31334,4
17-053797,2017-02-14T19:59:41Z,traffic,Black,Male,45.01494 -93.29433,4
17-053799,2017-02-14T20:02:25Z,traffic,Black,Male,44.99150175 -93.30383247,4
17-053803,2017-02-14T20:06:29Z,traffic,Other,Male,45.00779 -93.30063,4
17-053808,2017-02-14T20:09:56Z,suspicious,Unknown,Unknown,44.95680675 -93.29584001,5
17-053823,2017-02-14T20:25:14Z,traffic,Black,Male,45.00422 -93.31332,4
17-053827,2017-02-14T20:30:07Z,traffic,,,44.97343 -93.22137,2
17-053832,2017-02-14T20:36:39Z,traffic,White,Male,44.95334138 -93.30090409,5
17-053836,2017-02-14T20:39:49Z,traffic,Black,Male,45.00423 -93.3159,4
17-053842,2017-02-14T20:46:03Z,traffic,Black,Male,44.98789 -93.30827,4
17-053843,2017-02-14T20:46:30Z,traffic,,,44.97023 -93.22288,2
17-053844,2017-02-14T20:47:17Z,traffic,Black,Male,45.00025 -93.29259,4
17-053848,2017-02-14T20:51:52Z,traffic,Black,Male,45.01317 -93.26155,2
17-053857,2017-02-14T20:54:57Z,traffic,Black,Male,44.99913207 -93.28461789,4
17-053864,2017-02-14T21:00:49Z,traffic,Black,Male,44.99521 -93.30319,4
17-053876,2017-02-14T21:11:00Z,suspicious,Native American,Male,44.96407814 -93.27781468,5
17-053883,2017-02-14T21:17:46Z,suspicious,White,Male,44.9224168 -93.24857326,3
17-053886,2017-02-14T21:19:09Z,traffic,Black,Female,45.01316127 -93.2709171,2
17-053891,2017-02-14T21:25:33Z,suspicious,Native American,Female,44.96091014 -93.28864516,5
17-053895,2017-02-14T21:27:34Z,traffic,White,Male,45.01316622 -93.27235112,2
17-053898,2017-02-14T21:31:56Z,suspicious,Black,Male,45.0046603 -93.30316521,4
17-053899,2017-02-14T21:32:01Z,suspicious,White,Male,44.96890386 -93.28779579,5
17-053909,2017-02-14T21:41:00Z,traffic,Asian,Male,45.00313551 -93.28798983,4
17-053925,2017-02-14T21:54:37Z,traffic,Black,Male,45.00545214 -93.29942235,4
17-053929,2017-02-14T21:57:42Z,suspicious,Black,Male,44.97845913 -93.27733144,1
17-053931,2017-02-14T22:00:26Z,traffic,Black,Male,45.02308535 -93.24742975,2
17-053932,2017-02-14T22:01:32Z,suspicious,Unknown,Male,45.01320778 -93.30254475,4
17-053944,2017-02-14T22:11:57Z,traffic,White,Female,45.01677141 -93.24823191,2
17-053969,2017-02-14T22:28:07Z,suspicious,,,44.9788 -93.27365,1
17-053984,2017-02-14T22:43:23Z,suspicious,Native American,Male,44.96273 -93.25482,3
17-053986,2017-02-14T22:45:12Z,suspicious,,,45.01144 -93.30823,4
17-054018,2017-02-14T23:09:08Z,suspicious,White,Male,44.95194512 -93.27597809,5
17-054022,2017-02-14T23:10:40Z,suspicious,Black,Female,44.99913768 -93.28875577,4
17-054050,2017-02-14T23:32:20Z,suspicious,Black,Female,44.99059354 -93.30195912,4
17-054085,2017-02-15T00:05:11Z,suspicious,Unknown,Unknown,45.02945 -93.29953,4
17-054115,2017-02-15T00:27:24Z,suspicious,Black,Male,44.99149757 -93.30007128,4
17-054126,2017-02-15T00:38:50Z,suspicious,,,44.98175111 -93.23569453,2
17-054130,2017-02-15T00:42:45Z,suspicious,Unknown,Unknown,45.03544603 -93.29641731,4
17-054134,2017-02-15T00:45:40Z,suspicious,,,44.89429663 -93.30295927,5
17-054146,2017-02-15T00:55:03Z,traffic,Black,Male,44.96269 -93.27656,5
17-054164,2017-02-15T01:16:38Z,traffic,White,Female,44.95915 -93.27785,5
17-054166,2017-02-15T01:17:14Z,suspicious,Unknown,Unknown,44.94835479 -93.27348353,3
17-054174,2017-02-15T01:24:00Z,suspicious,Unknown,Unknown,44.97791736 -93.26860772,1
17-054180,2017-02-15T01:28:19Z,traffic,Black,Male,44.94661 -93.28137,5
17-054183,2017-02-15T01:31:37Z,traffic,Black,Female,45.02308535 -93.24742975,2
17-054184,2017-02-15T01:32:32Z,traffic,White,Male,44.99741 -93.29564,4
17-054192,2017-02-15T01:40:00Z,suspicious,Black,Male,44.9572173 -93.24485196,3
17-054195,2017-02-15T01:41:55Z,suspicious,Native American,Male,44.95779751 -93.24733141,3
17-054200,2017-02-15T01:46:53Z,traffic,Unknown,Female,45.01144 -93.30823,4
17-054204,2017-02-15T01:49:10Z,traffic,Other,Male,45.00840641 -93.24736969,2
17-054211,2017-02-15T01:53:38Z,traffic,Black,Male,44.94663 -93.27793,5
17-054212,2017-02-15T01:55:11Z,traffic,Black,Male,45.0115231 -93.2473508,2
17-054213,2017-02-15T01:56:22Z,suspicious,Unknown,Unknown,44.89429663 -93.30295927,5
17-054221,2017-02-15T02:05:45Z,suspicious,,,44.9437992 -93.28686849,5
17-054223,2017-02-15T02:07:05Z,suspicious,Latino,Male,44.94136 -93.27405,3
17-054224,2017-02-15T02:08:19Z,traffic,White,Male,44.97205 -93.28654,1
17-054236,2017-02-15T02:20:59Z,traffic,Black,Male,45.01406587 -93.24733737,2
17-054242,2017-02-15T02:25:28Z,traffic,,,44.94138 -93.26765,3
17-054246,2017-02-15T02:29:50Z,suspicious,Black,Male,44.96271 -93.26108,3
17-054250,2017-02-15T02:34:37Z,traffic,Black,Male,44.97770803 -93.28022039,1
17-054272,2017-02-15T03:01:44Z,suspicious,Unknown,Unknown,44.95734 -93.2524,3
17-054276,2017-02-15T03:05:55Z,traffic,Black,Male,45.01595006 -93.30825147,4
17-054278,2017-02-15T03:06:54Z,traffic,Black,Male,44.94977 -93.3138,5
17-054294,2017-02-15T03:19:17Z,traffic,,,44.9592 -93.27655,5
17-054296,2017-02-15T03:19:55Z,traffic,Other,Female,45.01318 -93.2397,2
17-054313,2017-02-15T03:30:00Z,traffic,White,Male,44.966104 -93.27799527,1
17-054328,2017-02-15T03:44:56Z,suspicious,Black,Male,44.97577 -93.27796,1
17-054344,2017-02-15T03:57:59Z,traffic,Unknown,Male,45.00113823 -93.22369259,2
17-054357,2017-02-15T04:08:30Z,traffic,White,Male,44.97653 -93.27449,1
17-054370,2017-02-15T04:17:23Z,traffic,,,44.9592 -93.27149,5
17-054372,2017-02-15T04:17:40Z,traffic,,,44.97035 -93.25372,1
17-054374,2017-02-15T04:19:58Z,traffic,Asian,Male,44.94836 -93.26013,3
17-054381,2017-02-15T04:25:56Z,traffic,White,Female,44.93497506 -93.28823392,5
17-054404,2017-02-15T04:45:22Z,traffic,East African,Male,44.9768075 -93.27643103,1
17-054406,2017-02-15T04:45:47Z,suspicious,East African,Male,45.01948904 -93.24556784,2
17-054407,2017-02-15T04:46:03Z,suspicious,Latino,Male,44.96986308 -93.28008046,1
17-054410,2017-02-15T04:47:37Z,suspicious,,,44.95779751 -93.24733141,3
17-054414,2017-02-15T04:49:16Z,suspicious,White,Male,44.95008 -93.26901,3
17-054416,2017-02-15T04:50:21Z,suspicious,Unknown,Unknown,44.96531 -93.23456,1
17-054422,2017-02-15T04:54:22Z,traffic,East African,Male,44.94835 -93.27285,3
17-054427,2017-02-15T04:57:21Z,suspicious,Unknown,Male,44.94746121 -93.24995471,3
17-054428,2017-02-15T04:57:38Z,suspicious,White,Female,45.02676609 -93.23712591,2
17-054437,2017-02-15T05:06:54Z,traffic,Black,Male,44.98122 -93.2748,1
17-054441,2017-02-15T05:08:51Z,traffic,Black,Female,44.94835 -93.27668,5
17-054453,2017-02-15T05:15:39Z,suspicious,Unknown,Unknown,44.94836 -93.25632,3
17-054454,2017-02-15T05:16:39Z,traffic,White,Male,44.97205 -93.28654,1
17-054460,2017-02-15T05:21:56Z,traffic,White,Male,44.95195 -93.28807,5
17-054462,2017-02-15T05:22:16Z,suspicious,,,45.00513 -93.3082,4
17-054475,2017-02-15T05:30:06Z,suspicious,,,44.97478 -93.27034,1
17-054488,2017-02-15T05:40:24Z,traffic,Other,Female,45.01316644 -93.26234075,2
17-054498,2017-02-15T05:46:41Z,traffic,,,44.94837 -93.25123,3
17-054501,2017-02-15T05:49:14Z,suspicious,White,Male,44.9474795 -93.30084531,5
17-054502,2017-02-15T05:50:47Z,traffic,Black,Male,44.94836 -93.27792,5
17-054503,2017-02-15T05:54:09Z,traffic,Other,Female,45.02617 -93.26367,2
17-054509,2017-02-15T06:01:14Z,suspicious,,,44.93682774 -93.27791461,5
17-054511,2017-02-15T06:04:33Z,traffic,White,Male,45.01678242 -93.2536895,2
17-054516,2017-02-15T06:11:15Z,suspicious,Other,Female,44.95779751 -93.24733141,3
17-054522,2017-02-15T06:16:43Z,traffic,White,Male,45.01316515 -93.25490873,2
17-054525,2017-02-15T06:21:36Z,suspicious,Unknown,Unknown,44.96986382 -93.2813424,1
17-054526,2017-02-15T06:22:58Z,suspicious,Unknown,Unknown,45.02302234 -93.28805488,4
17-054537,2017-02-15T06:40:21Z,traffic,Black,Male,45.03554018 -93.2670348,2
17-054559,2017-02-15T07:14:13Z,suspicious,White,Male,44.98371 -93.27133,1
17-054561,2017-02-15T07:16:18Z,traffic,Black,Male,45.01316 -93.25244,2
17-054563,2017-02-15T07:20:33Z,suspicious,Native American,Female,44.9438377 -93.24230838,3
17-054574,2017-02-15T07:33:47Z,traffic,Unknown,Male,44.93863463 -93.2779141,5
17-054585,2017-02-15T07:49:39Z,traffic,Unknown,Female,44.98363398 -93.24365922,2
17-054588,2017-02-15T07:52:51Z,suspicious,Black,Male,44.94837 -93.25378,3
17-054598,2017-02-15T08:11:55Z,suspicious,East African,Male,44.99418 -93.28152,4
17-054601,2017-02-15T08:12:20Z,suspicious,Unknown,Unknown,44.95822019 -93.28128103,5
17-054602,2017-02-15T08:12:48Z,traffic,Black,Male,45.00741203 -93.25093265,2
17-054615,2017-02-15T08:42:05Z,traffic,Latino,Male,44.95195349 -93.28743536,5
17-054617,2017-02-15T08:45:49Z,traffic,White,Male,44.95957713 -93.25234494,3
17-054619,2017-02-15T08:47:36Z,suspicious,Black,Male,44.97845913 -93.27733144,1
17-054624,2017-02-15T08:55:01Z,suspicious,East African,Male,44.95735 -93.25369,3
17-054629,2017-02-15T09:01:59Z,suspicious,,,44.97211 -93.28698,1
17-054633,2017-02-15T09:05:20Z,suspicious,Black,Male,44.98203 -93.27589,1
17-054662,2017-02-15T10:38:28Z,suspicious,Black,Male,44.98427 -93.29415,4
17-054696,2017-02-15T13:05:53Z,suspicious,Unknown,Unknown,45.00538752 -93.29563008,4
17-054699,2017-02-15T13:17:57Z,traffic,White,Female,44.94953471 -93.30536081,5
17-054707,2017-02-15T13:30:27Z,traffic,Black,Male,45.01316 -93.27173,2
17-054714,2017-02-15T13:46:14Z,traffic,White,Female,44.91232907 -93.29758516,5
17-054716,2017-02-15T13:50:23Z,suspicious,Unknown,Male,44.93682974 -93.21658768,3
17-054726,2017-02-15T14:17:12Z,suspicious,Unknown,Unknown,45.02666106 -93.28503255,4
17-054728,2017-02-15T14:19:37Z,traffic,,,45.00592 -93.24612,2
17-054733,2017-02-15T14:33:18Z,suspicious,,,44.94590471 -93.22431817,3
17-054734,2017-02-15T14:35:23Z,traffic,White,Male,45.01678 -93.26316,2
17-054737,2017-02-15T14:41:41Z,suspicious,White,Male,44.95965828 -93.30883683,5
17-054740,2017-02-15T14:49:58Z,traffic,White,Male,44.95004824 -93.28808845,5
17-054742,2017-02-15T14:55:30Z,traffic,Black,Male,45.01315 -93.29685,4
17-054743,2017-02-15T14:56:11Z,suspicious,Unknown,Male,44.93510124 -93.20516943,3
17-054746,2017-02-15T15:00:26Z,traffic,Latino,Male,45.01316 -93.2701,2
17-054747,2017-02-15T15:00:35Z,traffic,East African,Male,44.95134737 -93.28133076,5
17-054758,2017-02-15T15:21:26Z,traffic,Black,Female,45.01317 -93.25551,2
17-054765,2017-02-15T15:32:16Z,suspicious,,,44.94921679 -93.25376945,3
17-054766,2017-02-15T15:33:17Z,traffic,Latino,Female,45.01316405 -93.25369911,2
17-054768,2017-02-15T15:33:29Z,traffic,White,Male,45.006 -93.30441,4
17-054770,2017-02-15T15:35:26Z,suspicious,Unknown,Unknown,44.98749774 -93.25336333,2
17-054779,2017-02-15T15:40:50Z,traffic,Black,Male,45.01266922 -93.26312291,2
17-054789,2017-02-15T15:48:16Z,suspicious,Black,Female,44.95462876 -93.26768105,3
17-054790,2017-02-15T15:52:02Z,traffic,Black,Male,45.01 -93.25679,2
17-054792,2017-02-15T15:53:25Z,suspicious,Unknown,Unknown,44.97100922 -93.26611743,1
17-054808,2017-02-15T16:11:58Z,traffic,Black,Male,44.96269 -93.26895,3
17-054811,2017-02-15T16:13:29Z,traffic,Asian,Female,45.03545137 -93.3088358,4
17-054813,2017-02-15T16:14:52Z,traffic,White,Female,45.01317 -93.24378,2
17-054819,2017-02-15T16:22:28Z,traffic,Black,Female,44.96269 -93.27149,5
17-054822,2017-02-15T16:25:19Z,suspicious,White,Male,44.98694426 -93.25196839,2
17-054841,2017-02-15T16:42:17Z,traffic,White,Male,44.9466 -93.2843,5
17-054843,2017-02-15T16:43:17Z,suspicious,Black,Male,45.01502 -93.30318,4
17-054846,2017-02-15T16:47:02Z,suspicious,Unknown,Male,45.03603787 -93.31165045,4
17-054852,2017-02-15T16:50:58Z,traffic,Black,Male,44.9474742 -93.29829195,5
17-054855,2017-02-15T16:56:04Z,suspicious,Unknown,Unknown,44.95553 -93.27149,5
17-054900,2017-02-15T17:29:23Z,traffic,Latino,Male,45.02569 -93.24743,2
17-054917,2017-02-15T17:43:26Z,traffic,Black,Male,45.00151 -93.29564,4
17-054931,2017-02-15T17:56:45Z,traffic,Black,Male,45.00151 -93.29717,4
17-054938,2017-02-15T18:06:24Z,suspicious,Black,Male,44.97543284 -93.27342211,1
17-054951,2017-02-15T18:13:06Z,traffic,White,Female,44.94834 -93.27969,5
17-054953,2017-02-15T18:14:30Z,traffic,White,Female,44.94836293 -93.28873705,5
17-054955,2017-02-15T18:15:14Z,suspicious,Unknown,Unknown,44.96886923 -93.24564812,1
17-054968,2017-02-15T18:23:14Z,suspicious,,,44.96819 -93.24249,1
17-054970,2017-02-15T18:24:46Z,traffic,East African,Male,44.94955167 -93.28134598,5
17-054981,2017-02-15T18:35:41Z,suspicious,White,Male,44.96487113 -93.28802078,1
17-054983,2017-02-15T18:37:37Z,suspicious,Black,Male,45.02047 -93.31462,4
17-054985,2017-02-15T18:38:23Z,suspicious,Native American,Female,44.96562284 -93.28723376,1
17-054986,2017-02-15T18:39:21Z,suspicious,White,Female,44.97499 -93.25529,1
17-054990,2017-02-15T18:41:12Z,suspicious,,,44.9659121 -93.24011059,1
17-055001,2017-02-15T18:50:12Z,traffic,White,Male,44.94664 -93.27537,5
17-055005,2017-02-15T18:51:30Z,traffic,White,Male,44.9474742 -93.29829195,5
17-055046,2017-02-15T19:31:59Z,traffic,White,Female,45.00597 -93.29807,4
17-055051,2017-02-15T19:34:20Z,traffic,White,Female,44.94040874 -93.29073373,5
17-055054,2017-02-15T19:38:48Z,traffic,White,Male,44.94659883 -93.29130096,5
17-055056,2017-02-15T19:40:20Z,suspicious,Unknown,Unknown,44.96465205 -93.23638204,1
17-055058,2017-02-15T19:41:46Z,traffic,White,Female,44.94566801 -93.28812843,5
17-055060,2017-02-15T19:46:09Z,traffic,Black,Male,44.99701 -93.3159,4
17-055064,2017-02-15T19:47:24Z,suspicious,Unknown,Unknown,44.95823095 -93.25876543,3
17-055066,2017-02-15T19:48:35Z,traffic,White,Male,44.99870992 -93.25562331,2
17-055067,2017-02-15T19:48:40Z,suspicious,Black,Male,44.94835479 -93.27348353,3
17-055086,2017-02-15T20:02:25Z,suspicious,Unknown,Unknown,44.8939923 -93.28341085,5
17-055093,2017-02-15T20:07:02Z,traffic,Black,Female,45.01315711 -93.26793993,2
17-055103,2017-02-15T20:17:30Z,traffic,Black,Male,45.01496 -93.272,2
17-055105,2017-02-15T20:18:08Z,traffic,White,Female,44.9186584 -93.28833222,5
17-055129,2017-02-15T20:37:26Z,traffic,Latino,Male,44.94659109 -93.30148714,5
17-055146,2017-02-15T20:44:41Z,traffic,Black,Female,45.02046 -93.30954,4
17-055158,2017-02-15T20:49:47Z,suspicious,,,45.01144 -93.30823,4
17-055177,2017-02-15T21:04:45Z,traffic,Black,Male,45.01144 -93.31207,4
17-055178,2017-02-15T21:06:03Z,traffic,Black,Female,45.01316 -93.27173,2
17-055180,2017-02-15T21:08:40Z,traffic,Black,Male,45.00783 -93.31205,4
17-055181,2017-02-15T21:08:53Z,suspicious,,,44.97758226 -93.2753473,1
17-055194,2017-02-15T21:19:57Z,traffic,Black,Male,45.01678 -93.26316,2
17-055198,2017-02-15T21:22:38Z,traffic,Black,Male,44.98897 -93.29818,4
17-055202,2017-02-15T21:26:55Z,suspicious,Black,Male,44.94835 -93.27411,3
17-055204,2017-02-15T21:28:17Z,suspicious,White,Male,44.94834704 -93.27880784,5
17-055207,2017-02-15T21:30:43Z,suspicious,Unknown,Male,44.97144 -93.28691,1
17-055214,2017-02-15T21:34:45Z,suspicious,White,Male,44.9483555 -93.27730268,5
17-055225,2017-02-15T21:46:57Z,suspicious,Black,Male,45.01356972 -93.3095168,4
17-055231,2017-02-15T21:53:35Z,traffic,Black,Male,45.00792 -93.24737,2
17-055235,2017-02-15T21:56:56Z,traffic,White,Male,44.94837 -93.23428,3
17-055237,2017-02-15T21:58:35Z,suspicious,Unknown,Male,44.98205 -93.27369,1
17-055256,2017-02-15T22:19:17Z,traffic,White,Male,44.9915 -93.30195,4
17-055291,2017-02-15T22:48:22Z,traffic,Black,Female,44.94835 -93.27668,5
17-055295,2017-02-15T22:55:55Z,suspicious,Black,Male,44.99808348 -93.30443559,4
17-055298,2017-02-15T22:56:51Z,traffic,,,44.96269 -93.27781,5
17-055308,2017-02-15T23:05:05Z,traffic,East African,Female,44.95137668 -93.27660517,5
17-055309,2017-02-15T23:05:59Z,traffic,White,Male,44.93045 -93.28697,5
17-055319,2017-02-15T23:11:26Z,traffic,,,44.96806 -93.26766,1
17-055346,2017-02-15T23:36:31Z,suspicious,,,45.01674 -93.29559,4
17-055347,2017-02-15T23:36:52Z,traffic,Asian,Male,44.94134 -93.27792,5
17-055350,2017-02-15T23:39:45Z,traffic,White,Male,44.96269264 -93.27860914,5
17-055380,2017-02-15T23:58:24Z,traffic,Native American,Female,44.99913277 -93.28529706,4
17-055381,2017-02-15T23:59:46Z,traffic,East African,Female,44.94954814 -93.28300416,5
17-055385,2017-02-16T00:03:33Z,traffic,East African,Male,44.96091 -93.27783,5
17-055388,2017-02-16T00:06:18Z,traffic,Black,Male,45.00387 -93.3082,4
17-055400,2017-02-16T00:10:45Z,traffic,Black,Female,44.98897 -93.29818,4
17-055407,2017-02-16T00:17:33Z,traffic,Unknown,Female,44.99468791 -93.30570573,4
17-055414,2017-02-16T00:22:01Z,traffic,White,Female,44.91962297 -93.27989911,5
17-055417,2017-02-16T00:26:59Z,traffic,White,Female,44.95680675 -93.29584001,5
17-055418,2017-02-16T00:28:01Z,traffic,White,Female,45.00528 -93.2631,2
17-055422,2017-02-16T00:29:21Z,traffic,Black,Female,45.00086748 -93.29105356,4
17-055424,2017-02-16T00:30:10Z,traffic,Latino,Female,44.99332 -93.30822,4
17-055426,2017-02-16T00:31:07Z,traffic,,,45.01134 -93.29306,4
17-055427,2017-02-16T00:31:32Z,traffic,White,Male,44.98939 -93.24517,2
17-055428,2017-02-16T00:31:54Z,traffic,Unknown,Unknown,44.90579745 -93.28829116,5
17-055437,2017-02-16T00:38:53Z,suspicious,Unknown,Unknown,45.0132 -93.30191,4
17-055450,2017-02-16T00:44:55Z,traffic,White,Male,44.95195 -93.28807,5
17-055461,2017-02-16T00:57:02Z,suspicious,Black,Male,45.00424728 -93.28951892,4
17-055512,2017-02-16T01:18:37Z,traffic,Black,Male,44.99968546 -93.2879891,4
17-055524,2017-02-16T01:22:28Z,suspicious,White,Male,45.03035019 -93.29954219,4
17-055536,2017-02-16T01:30:45Z,traffic,Latino,Male,45.01315711 -93.26793993,2
17-055546,2017-02-16T01:35:44Z,traffic,White,Female,45.01497148 -93.25167084,2
17-055574,2017-02-16T01:54:59Z,suspicious,Unknown,Unknown,44.96395 -93.26765,3
17-055586,2017-02-16T02:07:07Z,traffic,Black,Female,44.96091 -93.28801,5
17-055605,2017-02-16T02:22:09Z,suspicious,Black,Female,45.00950395 -93.28567552,4
17-055615,2017-02-16T02:30:16Z,suspicious,Other,Male,44.9572173 -93.24485196,3
17-055644,2017-02-16T02:57:21Z,traffic,Unknown,Unknown,44.94836293 -93.28873705,5
17-055658,2017-02-16T03:05:45Z,traffic,Unknown,Unknown,44.94880987 -93.29573677,5
17-055664,2017-02-16T03:09:04Z,suspicious,Unknown,Unknown,44.95373 -93.25754,3
17-055668,2017-02-16T03:10:10Z,suspicious,Black,Male,45.00088832 -93.29870156,4
17-055670,2017-02-16T03:11:24Z,traffic,Black,Male,45.01317 -93.24224,2
17-055679,2017-02-16T03:17:28Z,traffic,Unknown,Unknown,44.95194144 -93.27725421,5
17-055685,2017-02-16T03:21:14Z,traffic,White,Male,44.9987 -93.2269,2
17-055690,2017-02-16T03:24:49Z,traffic,Unknown,Unknown,44.95463819 -93.27964542,5
17-055695,2017-02-16T03:27:40Z,traffic,Black,Male,45.01316 -93.25672,2
17-055704,2017-02-16T03:32:02Z,suspicious,Unknown,Unknown,44.94609099 -93.25882992,3
17-055706,2017-02-16T03:33:07Z,suspicious,Black,Female,44.99198 -93.29412,4
17-055719,2017-02-16T03:42:15Z,traffic,Unknown,Unknown,44.91873473 -93.27795772,5
17-055725,2017-02-16T03:49:19Z,traffic,,,44.91565147 -93.27798839,5
17-055740,2017-02-16T04:02:14Z,traffic,Other,Male,45.01296 -93.28802,4
17-055744,2017-02-16T04:04:25Z,suspicious,,,44.94664 -93.27537,5
17-055747,2017-02-16T04:05:01Z,suspicious,Black,Male,44.95822357 -93.2612999,3
